pmid,pmc_id,doi,title,first_author,authors,author_count,journal,publication_date,primary_type,all_publication_types,is_review,is_meta_analysis,is_guideline,is_systematic_review,has_fulltext,volume,issue,pages,appeared_in_iterations,num_iterations,is_duplicate
41011831,PMC12472830,10.3390/pathogens14090932,Update on Ophthalmic Implications of Highly Pathogenic Avian Influenza A (H5N1) Virus.,Kaftan T,Kaftan T; Nguyen NV; Begley J; Fashina T; Carag J ... (6 total),6,"Pathogens (Basel, Switzerland)",2025-09-16,Review,"Journal Article, Review",True,False,False,False,True,14,9,,iteration_1_disease,1,False
40881486,PMC12336907,10.12998/wjcc.v13.i26.107748,Acute purulent pericarditis secondary to community-acquired streptococcus pneumonia: A case report.,English K,English K; Pick N; Schmitz A,3,World journal of clinical cases,2025-09-16,Journal Article,Journal Article,False,False,False,False,True,13,26,107748,iteration_2_and_3_combined,1,False
40946529,,10.1016/j.jcrc.2025.155250,"Current challenges in understanding, diagnosing and managing sepsis-induced cardiac dysfunction.",Paraschiv C,Paraschiv C; Popescu Moraru MR; Paduraru LF; Palcau CA; Popescu AC ... (6 total),6,Journal of critical care,2025-09-13,Review,"Journal Article, Review",True,False,False,False,False,91,,155250,"iteration_1_disease, iteration_1_disease",2,True
40958240,PMC12440542,10.1097/MD.0000000000044463,Extensive deep neck abscess caused by middle ear cholesteatoma complicating Proteus vulgaris infection: A case report and literature review.,Jin M,Jin M; Zhu Z; Zhou P; Liu S,4,Medicine,2025-09-12,Review,"Journal Article, Review",True,False,False,False,True,104,37,e44463,"iteration_1_disease, iteration_1_disease",2,True
40522178,PMC12424361,10.1128/cmr.00137-24,The American Society for Microbiology's evidence-based laboratory medicine practice guidelines for the diagnosis of bloodstream infections using rapid tests: a systematic review and meta-analysis.,Wolk DM,Wolk DM; Parrott JS; Babady NE; Mochon AB; Tom R ... (12 total),12,Clinical microbiology reviews,2025-09-11,Meta-Analysis,"Journal Article, Meta-Analysis, Practice Guideline",False,True,True,False,True,38,3,e0013724,iteration_1_disease,1,False
40929551,PMC12422524,10.2196/69547,Diagnostic and Screening AI Tools in Brazil's Resource-Limited Settings: Systematic Review.,Mancini LM,Mancini LM; Torres LEV; Coelho JAPM; da Fonseca NB; Cordeiro PFD ... (7 total),7,JMIR AI,2025-09-10,Review,"Journal Article, Review",True,False,False,False,True,4,,e69547,iteration_2_and_3_combined,1,False
40880575,PMC12305012,10.5492/wjccm.v14.i3.102808,Utilizing artificial intelligence as an arbitrary tool in managing difficult COVID-19 cases in critical care medicine.,Chervenkov L,Chervenkov L; Miteva DG; Velikova T,3,World journal of critical care medicine,2025-09-09,Review,"Journal Article, Review",True,False,False,False,True,14,3,102808,iteration_1_disease,1,False
40922266,PMC12419247,10.1097/MD.0000000000042797,Isolated spinal osteomyelitis caused by Nocardia farcinica in an immunocompetent patient: A case report and literature review.,Liu Y,Liu Y; Yue Y; Dong C; Wang Z,4,Medicine,2025-09-05,Review,"Journal Article, Review",True,False,False,False,True,104,36,e42797,iteration_1_disease,1,False
40908571,PMC12558630,10.1017/erm.2025.10016,"Human babesiosis: The past, present and future.",Asquith M,Asquith M; Prior S; Brüning-Richardson A,3,Expert reviews in molecular medicine,2025-09-05,Review,"Journal Article, Review",True,False,False,False,True,27,,e30,iteration_1_disease,1,False
40943488,PMC12429647,10.3390/ijms26178569,Musculoskeletal Complications in COVID-19: Exploring the Role of Key Biomarkers.,Patel S,Patel S; Foster C; Patel K; Hunter M; Isales CM ... (6 total),6,International journal of molecular sciences,2025-09-03,Review,"Journal Article, Review",True,False,False,False,True,26,17,,"iteration_1_disease, iteration_1_disease",2,True
41026493,PMC12485639,10.1001/jamanetworkopen.2025.29659,Methods of Pediatric Post-COVID Condition Studies in High-Impact Journals: A Systematic Review.,Rozelle M,Rozelle M; Haslam A; Prasad V,3,JAMA network open,2025-09-02,Journal Article,Journal Article,False,False,False,False,True,8,9,e2529659,"iteration_1_disease, iteration_1_disease",2,True
40890848,PMC12400663,10.1186/s40001-025-03068-3,Progress in brucellosis immune regulation inflammatory mechanisms and diagnostic advances.,Lu P,Lu P; Luo B; Wang Q; Wang L; Chen M ... (10 total),10,European journal of medical research,2025-09-01,Review,"Journal Article, Review",True,False,False,False,True,30,1,830,iteration_2_and_3_combined,1,False
40890603,PMC12403345,10.1186/s12879-025-11484-3,"Urticaria as a dermatologic manifestation of Giardia infection: a systematic review of clinical, diagnostic, and therapeutic features.",Mahdavi J,Mahdavi J; Ahmadifar K; Ghasemikhah R,3,BMC infectious diseases,2025-09-01,Journal Article,Journal Article,False,False,False,False,True,25,1,1085,iteration_1_disease,1,False
40818140,PMC12395575,10.4317/medoral.27205,Clinical characteristics of simple bone cyst associated within florid cemento-osseous dysplasia: a meta-analysis.,Rave L,Rave L; Rollin M; Porporatti AL; Taïhi I,4,"Medicina oral, patologia oral y cirugia bucal",2025-09-01,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,30,5,e709-e720,iteration_1_disease,1,False
40979799,PMC12444245,10.5847/wjem.j.1920-8642.2025.0101,An approach for the emergency diagnosis and treatment of sepsis-associated encephalopathy in elderly individuals: a literature review.,Gu W,Gu W; Zhong J; Lyu C; Zhang G; Xie M ... (7 total),7,World journal of emergency medicine,2025-09-01,Review,"Journal Article, Review",True,False,False,False,True,16,5,415-422,"iteration_1_disease, iteration_1_disease",2,True
40950898,PMC12433063,10.21037/jtd-2025-235,Pulmonary cavitary lesions: a captivating visual review.,Nunes AG,Nunes AG; Rodrigues MC; Carneiro C; Costa AC,4,Journal of thoracic disease,2025-08-31,Review,"Journal Article, Review",True,False,False,False,True,17,8,6296-6308,iteration_2_and_3_combined,1,False
41012132,PMC12474324,10.3390/vaccines13090929,Congenital Cytomegalovirus Infection: From Silent Threat to Vaccine Horizon.,Moutsopoulou RA,Moutsopoulou RA; Markou A; Lianou A; Leontari K; Iliodromiti Z ... (12 total),12,Vaccines,2025-08-30,Review,"Journal Article, Review",True,False,False,False,True,13,9,,iteration_1_disease,1,False
41012615,PMC12474308,10.3390/v17091187,Gastrointestinal Infiltration in Influenza Virus Infection: Mechanisms and Clinical Insights.,Dua A,Dua A; Trehan B; Bilasy SE; Yang C; ElShamy A,5,Viruses,2025-08-29,Review,"Journal Article, Review",True,False,False,False,True,17,9,,iteration_1_disease,1,False
40898549,PMC12401319,10.1097/MD.0000000000044197,Meta-analysis of serum amyloid A for the diagnosis of neonatal sepsis: A comprehensive evaluation of diagnostic accuracy and clinical utility.,Wang H,Wang H; Yao J; Huang B; Xu B; Wang D,5,Medicine,2025-08-29,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,104,35,e44197,"iteration_1_disease, iteration_1_disease",2,True
40900775,PMC12400214,10.3748/wjg.v31.i32.108401,Ménétrier disease: A clinical review.,Barros AR,Barros AR; Monteiro S; Silva J,3,World journal of gastroenterology,2025-08-28,Review,"Journal Article, Review",True,False,False,False,True,31,32,108401,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
41003178,PMC12471164,10.3390/jof11090632,A Comprehensive Overview of Candida albicans as the Leading Pathogen in Vulvovaginal Candidiasis.,Srb N,Srb N; Talapko J; Meštrović T; Fureš R; Stupnišek M ... (7 total),7,"Journal of fungi (Basel, Switzerland)",2025-08-28,Review,"Journal Article, Review",True,False,False,False,True,11,9,,iteration_1_disease,1,False
41003555,PMC12474165,10.3390/tropicalmed10090245,"Structural Drivers of Cutaneous Leishmaniasis: Examining How the Converging Effects of Displacement, Environmental Disruption, and Political Instability Reshape Epidemiology Beyond Endemic Regions.",Kim J,Kim J; Zieneldien T; Ma S; Cohen BA,4,Tropical medicine and infectious disease,2025-08-28,Review,"Journal Article, Review",True,False,False,False,True,10,9,,iteration_1_disease,1,False
40877844,PMC12392611,10.1186/s12879-025-11497-y,Non-tuberculous mycobacterial infections among pulmonary tuberculosis suspected and confirmed patients in Ethiopia - A systematic review and meta analyses.,Daka D,Daka D; Tessema B; Mutshembele A; Alelign A; Birhan W ... (6 total),6,BMC infectious diseases,2025-08-28,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,25,1,1078,iteration_1_disease,1,False
40941657,PMC12427803,10.3390/diagnostics15172169,The Potential of Artificial Intelligence in the Diagnosis and Prognosis of Sepsis: A Narrative Review.,Țocu G,Țocu G; Lisă EL; Tutunaru D; Mihailov R; Șerban C ... (15 total),15,"Diagnostics (Basel, Switzerland)",2025-08-27,Review,"Journal Article, Review",True,False,False,False,True,15,17,,"iteration_1_disease, iteration_1_disease",2,True
41010302,PMC12471701,10.3390/life15091360,C-Reactive Protein for Early Diagnosis and Severity Monitoring in Melioidosis: A Systematic Review and Meta-Analysis.,Phongphithakchai A,Phongphithakchai A; Chatatikun M; Tangpong J; Laklaeng SN; Huang JC ... (12 total),12,"Life (Basel, Switzerland)",2025-08-27,Review,"Journal Article, Review",True,False,False,False,True,15,9,,iteration_2_and_3_combined,1,False
41011752,PMC12472546,10.3390/pathogens14090852,"Syphilis and the Eye: Clinical Features, Diagnostic Challenges, and Evolving Therapeutic Paradigms.",Ye Z,Ye Z; Yang M; Zou Y; Zhang J; Deng J ... (8 total),8,"Pathogens (Basel, Switzerland)",2025-08-27,Review,"Journal Article, Review",True,False,False,False,True,14,9,,iteration_2_and_3_combined,1,False
41007639,PMC12467116,10.3390/biomedicines13092076,The Evolving Landscape of Host Biomarkers for Diagnosis and Monitoring of Tuberculosis.,Cui Y,Cui Y; Li H; Liu T; Zhong R; Guo J ... (7 total),7,Biomedicines,2025-08-26,Review,"Journal Article, Review",True,False,False,False,True,13,9,,iteration_1_disease,1,False
40866284,,10.1016/j.landig.2025.100884,Computer-aided reading of chest radiographs for paediatric tuberculosis: current status and future directions.,DuPont M,DuPont M; Castro R; Kik SV; Palmer M; Seddon JA ... (6 total),6,The Lancet. Digital health,2025-08-26,Review,"Journal Article, Review",True,False,False,False,False,,,100884,iteration_1_disease,1,False
40854805,PMC12382503,10.1136/bmjresp-2024-002561,Enhanced detection of patients with previous COVID-19: superiority of the double diffusion technique.,Zavorsky GS,Zavorsky GS; Barisione G; Gille T; Dal Negro RW; Núñez-Fernández M ... (12 total),12,BMJ open respiratory research,2025-08-25,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,12,1,,"iteration_1_disease, iteration_1_disease",2,True
41003163,PMC12470843,10.3390/jof11090617,"Pulmonary Aspergillosis in Immunocompromised Critically Ill Patients: Prevalence, Risk Factors, Clinical Features and Diagnosis-A Narrative Review.",Bocci MG,Bocci MG; Cascarano L; Capecchi G; Lesci A; Sabatini V ... (17 total),17,"Journal of fungi (Basel, Switzerland)",2025-08-24,Review,"Journal Article, Review",True,False,False,False,True,11,9,,iteration_1_disease,1,False
41009939,PMC12470238,10.3390/genes16090993,First Case in Lithuania of an Autosomal Recessive Mutation in the DNAJC30 Gene as a Cause of Leber's Hereditary Optic Neuropathy.,Sereikaite L,Sereikaite L; Vilkeviciute A; Glebauskiene B; Traberg R; Gelzinis A ... (9 total),9,Genes,2025-08-23,Journal Article,Journal Article,False,False,False,False,True,16,9,,iteration_2_and_3_combined,1,False
40847264,PMC12373624,10.1007/s44197-025-00455-1,Unveiling the Future of Infective Endocarditis Diagnosis: The Transformative Role of Metagenomic Next-Generation Sequencing in Culture-Negative Cases.,Shinge SAU,Shinge SAU; Zhang B; Zheng B; Qiang Y; Ali HM ... (11 total),11,Journal of epidemiology and global health,2025-08-22,Review,"Journal Article, Review",True,False,False,False,True,15,1,108,"iteration_1_disease, iteration_2_and_3_combined",2,True
40842435,PMC12455512,10.1017/S0950268825100460,Dengue fever diagnosis in resource-limited settings.,Baje ZE,Baje ZE; Lawal N; Bello MB; Imam MU,4,Epidemiology and infection,2025-08-22,Review,"Journal Article, Review",True,False,False,False,True,153,,e105,iteration_1_disease,1,False
40872339,PMC12389365,10.3390/pathogens14080829,Infective Endocarditis by Fusobacterium Species-A Systematic Review.,Ioannou P,Ioannou P; Mourati E; Thalasseli Kazali S; Bali C; Baliou S ... (6 total),6,"Pathogens (Basel, Switzerland)",2025-08-21,Journal Article,Journal Article,False,False,False,False,True,14,8,,"iteration_1_disease, iteration_2_and_3_combined",2,True
40839200,PMC12370842,10.1007/s10238-025-01842-5,From cardiac injury to omics signatures: a narrative review on biomarkers in septic cardiomyopathy.,Guarino M,Guarino M; Luppi F; Maroncelli G; Baldin P; Costanzini A ... (10 total),10,Clinical and experimental medicine,2025-08-21,Review,"Journal Article, Review",True,False,False,False,True,25,1,298,"iteration_1_disease, iteration_1_disease",2,True
40852563,PMC12367727,10.1177/19418744251370935,Myelitis in a Young Patient With Testing Supportive for Both Angiostrongylus and Schistosoma Infection.,Murray K,Murray K; Salamon N; Kim D; Ho MG,4,The Neurohospitalist,2025-08-20,Journal Article,Journal Article,False,False,False,False,True,,,19418744251370935,iteration_2_and_3_combined,1,False
40839596,PMC12505528,10.17305/bb.2025.12909,"Presepsin as a diagnostic biomarker for sepsis across neonates, children, and adults: A meta-analysis.",Peng K,Peng K; Zhang X; Li Q; Luo Z,4,Biomolecules & biomedicine,2025-08-20,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,26,2,307-319,"iteration_1_disease, iteration_1_disease",2,True
40872848,PMC12390662,10.3390/v17081135,Disseminated Varicella-Zoster Virus Infection with Internal Organ Involvement: A Scoping Review of 156 Cases.,Timotijevic A,Timotijevic A; Kodela P; Glušac V; Bokonjic S; Joksimovic B ... (8 total),8,Viruses,2025-08-19,Journal Article,Journal Article,False,False,False,False,True,17,8,,iteration_1_disease,1,False
40872723,PMC12390377,10.3390/vetsci12080772,Review of Toxoplasmosis: What We Still Need to Do.,Farhab M,Farhab M; Aziz MW; Shaukat A; Cao MX; Hou Z ... (8 total),8,Veterinary sciences,2025-08-18,Review,"Journal Article, Review",True,False,False,False,True,12,8,,iteration_1_disease,1,False
40860064,PMC12377050,10.1039/d5ra03897a,Point-of-care biosensors for infectious disease diagnosis: recent updates and prospects.,Parihar M,Parihar M; W N N; Sahana; Biswas R; Dehury B ... (6 total),6,RSC advances,2025-08-18,Review,"Journal Article, Review",True,False,False,False,True,15,36,29267-29283,iteration_2_and_3_combined,1,False
40826757,PMC12366930,10.1097/MD.0000000000043947,Mycobacterium tuberculosis infection following polyacrylamide hydrogel (Amazingel) breast augmentation: A case report and literature review.,Zhang J,Zhang J; Zhang D; Tan K; Jiang B,4,Medicine,2025-08-15,Review,"Journal Article, Review",True,False,False,False,True,104,33,e43947,iteration_1_disease,1,False
40814093,PMC12351969,10.1186/s12889-025-23618-y,Association between e-cigarette use and COVID-19 diagnosis: a systematic review and meta-analysis.,Xie Y,Xie Y; Zhou X; Huang D; Yao H; Su Z ... (16 total),16,BMC public health,2025-08-14,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,25,1,2764,"iteration_1_disease, iteration_1_disease",2,True
40872317,PMC12389578,10.3390/pathogens14080806,"Candidemia: An Update on Epidemiology, Risk Factors, Diagnosis, Susceptibility, and Treatment.",Cabrera-Guerrero JP,Cabrera-Guerrero JP; García-Salazar E; Hernandez Silva G; Chinney Herrera A; Martínez-Herrera E ... (8 total),8,"Pathogens (Basel, Switzerland)",2025-08-14,Review,"Journal Article, Review",True,False,False,False,True,14,8,,"iteration_1_disease, iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",4,True
40643260,PMC12345162,10.1128/jcm.00807-23,Update on North American tick-borne diseases and how to diagnose them.,Rodino KG,Rodino KG; Theel ES; Pritt BS,3,Journal of clinical microbiology,2025-08-13,Review,"Journal Article, Review",True,False,False,False,True,63,8,e0080723,iteration_2_and_3_combined,1,False
40870880,PMC12385049,10.3390/diagnostics15162026,"Hearing Loss in Infants and Children with Asymptomatic Congenital Cytomegalovirus Infection: An Update in Diagnosis, Screening and Treatment.",Zhang Y,Zhang Y; Ke Y; Shi M; Wang X; Yuan J ... (6 total),6,"Diagnostics (Basel, Switzerland)",2025-08-13,Review,"Journal Article, Review",True,False,False,False,True,15,16,,iteration_1_disease,1,False
40869505,PMC12386941,10.3390/jcm14165681,"Tuberculosis in Pregnant Women After COVID-19: Features of Prevention, Diagnosis, and Treatment (Narrative Review).",Starshinova A,Starshinova A; Belyaeva E; Irtyuga O; Sefiyeva G; Mitrofanova L ... (9 total),9,Journal of clinical medicine,2025-08-11,Review,"Journal Article, Review",True,False,False,False,True,14,16,,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3,True
40862819,PMC12384681,10.3390/curroncol32080450,Septic Shock in Hematological Malignancies: Role of Artificial Intelligence in Predicting Outcomes.,Alvaro ME,Alvaro ME; Caserta S; Stagno F; Fazio M; Gangemi S ... (7 total),7,"Current oncology (Toronto, Ont.)",2025-08-10,Review,"Journal Article, Review",True,False,False,False,True,32,8,,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3,True
40169244,PMC12421125,10.1136/gutjnl-2024-333171,British Society of Gastroenterology guidelines for diagnosis and management of autoimmune hepatitis.,Gleeson D,Gleeson D; Bornand R; Brownlee A; Dhaliwal H; Dyson JK ... (14 total),14,Gut,2025-08-07,Practice Guideline,"Journal Article, Practice Guideline, Review",True,False,True,False,True,74,9,1364-1409,iteration_2_and_3_combined,1,False
40770795,PMC12326724,10.1186/s12889-025-23926-3,The impact of the COVID-19 pandemic on melanoma diagnosis: a systematic review and meta-analysis of global evidence.,Mostafavi Zadeh SM,Mostafavi Zadeh SM; Noroozi E; Gheytanchi E; Tajik F; Madjd Z ... (6 total),6,BMC public health,2025-08-06,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,25,1,2684,"iteration_1_disease, iteration_1_disease",2,True
40872282,PMC12388990,10.3390/pathogens14080772,Multisystemic Tuberculosis Masquerading as Aggressive Cardiac Tumor Causing Budd-Chiari Syndrome Disseminated to the Brain Resulting in Death of a Six-Year-Old Boy.,Al-Akhali ES,Al-Akhali ES; Alshoabi SA; Muslem HF; Alhazmi FH; Alsaedi AF ... (10 total),10,"Pathogens (Basel, Switzerland)",2025-08-05,Journal Article,Journal Article,False,False,False,False,True,14,8,,iteration_2_and_3_combined,1,False
40026127,PMC12450076,10.17305/bb.2025.11421,Function and mechanism of miRNAs during the process of Klebsiella pneumoniae infection: A review.,Zhang C,Zhang C; Li G; Ullah S; Liu L; Zhao H ... (8 total),8,Biomolecules & biomedicine,2025-08-05,Review,"Journal Article, Review",True,False,False,False,True,25,9,1919-1927,iteration_1_disease,1,False
40764601,PMC12323052,10.1186/s13054-025-05582-6,Infrastructure and current practice of blood culture diagnostics in patients with sepsis: teachings and recommendations from the European Sepsis Care Survey.,Scheer CS,Scheer CS; Annane D; Artigas A; Linder A; Sander M ... (9 total),9,"Critical care (London, England)",2025-08-05,Review,"Journal Article, Review",True,False,False,False,True,29,1,345,"iteration_1_disease, iteration_1_disease",2,True
40754626,PMC12320365,10.1186/s40104-025-01242-5,Extracellular vesicles in dairy cattle: research progress and prospects for practical applications.,Wang N,Wang N; Zhang B; Loor JJ; Li C; Zhou X,5,Journal of animal science and biotechnology,2025-08-04,Review,"Journal Article, Review",True,False,False,False,True,16,1,110,iteration_2_and_3_combined,1,False
40872278,PMC12389227,10.3390/pathogens14080768,Acute Rickettsiosis Triggering Plasmodium vivax Relapse in a Returned Traveler: A Case Report and Clinical Review of Travel-Related Coinfections.,Bagga R,Bagga R; Fuller C; Shahzad K; Bado E; Joshi J ... (8 total),8,"Pathogens (Basel, Switzerland)",2025-08-03,Review,"Journal Article, Review",True,False,False,False,True,14,8,,iteration_1_disease,1,False
40211923,,10.1515/dx-2024-0200,A scoping review of fever of unknown origin with normal serum C-reactive protein.,Kano Y,Kano Y; Harada Y; Nishizawa T; Shimizu T,4,"Diagnosis (Berlin, Germany)",2025-08-01,Journal Article,Journal Article,False,False,False,False,False,12,3,304-312,iteration_1_disease,1,False
40806576,PMC12347237,10.3390/ijms26157444,Monocyte Distribution Width for Sepsis Diagnosis in the Emergency Department and Intensive Care Unit: A Systematic Review and Meta-Analysis.,Esposito JE,Esposito JE; D'Amato M; Parruti G; Polilli E,4,International journal of molecular sciences,2025-08-01,Meta-Analysis,"Journal Article, Meta-Analysis, Review",True,True,False,False,True,26,15,,"iteration_1_disease, iteration_1_disease",2,True
40471671,PMC7618343,10.1097/WCO.0000000000001395,Novel techniques for the diagnosis of neurological infections.,Alam AM,Alam AM; Houlihan CF; Bharucha T,3,Current opinion in neurology,2025-08-01,Review,"Journal Article, Review",True,False,False,False,True,38,4,414-421,"iteration_2_and_3_combined, iteration_2_and_3_combined, iteration_2_and_3_combined",3,True
40745348,PMC12312377,10.1186/s40249-025-01346-0,Test accuracy of loop-mediated isothermal amplification for schistosomiasis in low endemicity areas: a systematic review and meta-analysis.,Zhou X,Zhou X; Li J; Qiu J; Feng T; Lv C ... (10 total),10,Infectious diseases of poverty,2025-07-31,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,14,1,78,iteration_1_disease,1,False
40871295,PMC12388421,10.3390/microorganisms13081791,SARS-CoV-2 Pneumonia: Advances in Diagnosis and Treatment.,Caliman-Sturdza OA,Caliman-Sturdza OA; Soldanescu I; Gheorghita RE,3,Microorganisms,2025-07-31,Review,"Journal Article, Review",True,False,False,False,True,13,8,,iteration_1_disease,1,False
40871010,PMC12389108,10.3390/pharmaceutics17080987,Nanomedicine: The Effective Role of Nanomaterials in Healthcare from Diagnosis to Therapy.,Kazi RNA,Kazi RNA; Hasani IW; Khafaga DSR; Kabba S; Farhan M ... (8 total),8,Pharmaceutics,2025-07-30,Review,"Journal Article, Review",True,False,False,False,True,17,8,,iteration_2_and_3_combined,1,False
40806937,PMC12347463,10.3390/jcm14155315,Molecular Mechanisms Underlying Inflammation in Early-Onset Neonatal Sepsis: A Systematic Review of Human Studies.,Vulcănescu A,Vulcănescu A; Siminel MA; Dijmărescu AL; Manolea MM; Săndulescu SM ... (8 total),8,Journal of clinical medicine,2025-07-28,Review,"Journal Article, Review",True,False,False,False,True,14,15,,"iteration_1_disease, iteration_1_disease",2,True
40863508,PMC12387292,10.3390/jof11080555,Emerging Risk Factors for Invasive Pulmonary Aspergillosis: A Narrative Review.,Elkhapery A,Elkhapery A; Fatima M; Soubani AO,3,"Journal of fungi (Basel, Switzerland)",2025-07-27,Review,"Journal Article, Review",True,False,False,False,True,11,8,,iteration_1_disease,1,False
40725965,PMC12303499,10.1097/MD.0000000000042970,Diagnostic and therapeutic challenges of Candida albicans infection post-lumbar surgery in a rheumatoid arthritis patient: A case report and review of the literature.,Wang Y,Wang Y; Feng F; Yu Z; Liang J; Xu Y ... (9 total),9,Medicine,2025-07-25,Review,"Journal Article, Review",True,False,False,False,True,104,30,e42970,iteration_1_disease,1,False
40709592,PMC12290985,10.7189/jogh.15.04192,Artificial intelligence for tuberculosis control: a scoping review of applications in public health.,Menon S,Menon S; Koura KG,2,Journal of global health,2025-07-25,Journal Article,Journal Article,False,False,False,False,True,15,,04192,iteration_1_disease,1,False
40707150,PMC12306266,10.1136/bmjopen-2024-097125,Exploring the use of physical rehabilitation for sepsis survivors: a scoping review.,Smith-Turchyn J,Smith-Turchyn J; Farley C; Hvizd JL; Newman ANL; O'Grady H ... (10 total),10,BMJ open,2025-07-24,Journal Article,Journal Article,False,False,False,False,True,15,7,e097125,"iteration_1_disease, iteration_1_disease",2,True
40872643,PMC12390447,10.3390/vetsci12080693,Advancements in Modern Nucleic Acid-Based Multiplex Testing Methodologies for the Diagnosis of Swine Infectious Diseases.,Wang J,Wang J; Zhou L; Yang H,3,Veterinary sciences,2025-07-24,Review,"Journal Article, Review",True,False,False,False,True,12,8,,iteration_2_and_3_combined,1,False
40707035,,10.17849/insm-52-2-1-5.2,"Long Covid in Year 5: Some Progress, Still Many Questions.",Meagher T,Meagher T,1,"Journal of insurance medicine (New York, N.Y.)",2025-07-24,Review,"Journal Article, Review",True,False,False,False,False,52,2,61-65,"iteration_1_disease, iteration_1_disease",2,True
40868058,PMC12383872,10.3390/biomedicines13081801,Non-Viral Therapy in COVID-19: Where Are We Standing? How Our Experience with COVID May Help Us Develop Cell Therapies for Long COVID Patients.,Gonzaga A,Gonzaga A; Martinez-Navarrete G; Macia L; Anton-Bonete M; Cahuana G ... (14 total),14,Biomedicines,2025-07-23,Review,"Journal Article, Review",True,False,False,False,True,13,8,,iteration_1_disease,1,False
40696427,PMC12281677,10.1186/s12936-025-05424-4,Overreliance on Plasmodium 18S rRNA gene for malaria molecular diagnosis-inferences from systematic review.,Deora N,Deora N; Khan MR; Singh P; Zehra N; Sircar S ... (8 total),8,Malaria journal,2025-07-22,Journal Article,Journal Article,False,False,False,False,True,24,1,239,iteration_1_disease,1,False
40741103,PMC12305147,10.3748/wjg.v31.i27.107138,First regional consensus on the management of Helicobacter pylori infection in the Middle East.,Sharara AI,Sharara AI; Alsohaibani FI; Alsaegh A; Al Ejji K; Al Awadhi S ... (8 total),8,World journal of gastroenterology,2025-07-21,Practice Guideline,"Consensus Development Conference, Journal Article, Practice Guideline",False,False,True,False,True,31,27,107138,iteration_2_and_3_combined,1,False
40685448,PMC12277237,10.1186/s13613-025-01524-1,Biomarkers to guide sepsis management.,Bourika V,Bourika V; Rekoumi EA; Giamarellos-Bourboulis EJ,3,Annals of intensive care,2025-07-21,Review,"Journal Article, Review",True,False,False,False,True,15,1,103,"iteration_1_disease, iteration_1_disease",2,True
40722579,PMC12293832,10.3390/diagnostics15141830,Deep Learning Network Selection and Optimized Information Fusion for Enhanced COVID-19 Detection: A Literature Review.,Caliman Sturdza OA,Caliman Sturdza OA; Filip F; Terteliu Baitan M; Dimian M,4,"Diagnostics (Basel, Switzerland)",2025-07-21,Review,"Journal Article, Review",True,False,False,False,True,15,14,,iteration_1_disease,1,False
40731941,PMC12299956,10.3390/medicina61071312,Visceral Arterial Pseudoaneurysms-A Clinical Review.,Sule AA,Sule AA; Sah S; Kwan J; Punamiya S; Shelat VG,5,"Medicina (Kaunas, Lithuania)",2025-07-21,Review,"Journal Article, Review",True,False,False,False,True,61,7,,"iteration_2_and_3_combined, iteration_2_and_3_combined",2,True
40696687,PMC12282767,10.1097/MD.0000000000043310,Exploring the emerging trends and hot topics of 5G technology application in wireless medicine: A bibliometric and visualization analysis.,He Y,He Y; Xie J; Weng Z; Yang F; Wei Y ... (7 total),7,Medicine,2025-07-18,Journal Article,Journal Article,False,False,False,False,True,104,29,e43310,"iteration_1_disease, iteration_1_disease",2,True
40733619,PMC12299439,10.3390/v17071003,Laboratory Diagnosis of Hendra and Nipah: Two Emerging Zoonotic Diseases with One Health Significance.,van den Hurk S,van den Hurk S; Yondo A; Velayudhan BT,3,Viruses,2025-07-17,Review,"Journal Article, Review",True,False,False,False,True,17,7,,iteration_2_and_3_combined,1,False
40732752,PMC12300604,10.3390/pathogens14070706,Exophiala Bloodstream Infections in Humans-A Narrative Review.,Ziogou A,Ziogou A; Giannakodimos A; Giannakodimos I; Baliou S; Tsantes AG ... (6 total),6,"Pathogens (Basel, Switzerland)",2025-07-17,Review,"Journal Article, Review",True,False,False,False,True,14,7,,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3,True
40393269,,10.1016/j.jns.2025.123532,A review of the sequelae of post Covid-19 with neurological implications (post-viral syndrome).,Struhal W,Struhal W; Almamoori D,2,Journal of the neurological sciences,2025-07-15,Review,"Journal Article, Review",True,False,False,False,False,474,,123532,"iteration_1_disease, iteration_1_disease",2,True
